pmid,title,abstract,group,endpoint,timepoint,value,treatment,group_raw
30536208,Outcomes and prognostic factors in intermediate-risk prostate cancer: multi-institutional analysis of the Spanish RECAP database.,"PURPOSE: To retrospectively assess outcomes and to identify prognostic factors in patients diagnosed with intermediate-risk (IR) prostate cancer (PCa) treated with primary external beam radiotherapy (EBRT). MATERIALS AND METHODS: Data were obtained from the multi-institutional Spanish RECAP database, a population-based prostate cancer registry in Spain. All IR patients (NCCN criteria) who underwent primary EBRT were included. The following variables were assessed: age; prostate-specific antigen (PSA); Gleason score; clinical T stage; percentage of positive biopsy cores (PPBC); androgen deprivation therapy (ADT); and radiotherapy dose. The patients were stratified into one of three risk subcategories: (1) favourable IR (FIR; GS 6, ≤ T2b or GS 3 + 4, ≤ T1c), (2) marginal IR (MIR; GS 3 + 4, T2a-b), and (3) unfavourable IR (UIR; GS 4 + 3 or T2c). Biochemical relapse-free survival (BRFS), disease-free survival (DFS), cancer-specific survival (CSS), and overall survival (OS) were assessed. RESULTS: A total of 1754 patients from the RECAP database were included and stratified by risk group: FIR, n = 781 (44.5%); MIR, n = 252 (14.4%); and UIR, n = 721 (41.1%). Mean age was 71 years (range 47-86). Mean PSA was 10.4 ng/ml (range 6-20). The median radiotherapy dose was 74 Gy, with mean doses of 72.5 Gy (FIR), 73.4 Gy (MIR), and 72.8 Gy (UIR). Most patients (88%) received ADT for a median of 7.1 months. By risk group (FIR, MIR, UIR), ADT rates were, respectively, 88.9, 86.5, and 86.9%. Only patients with ≥ 24 months of follow-up post-EBRT were included in the survival analysis (n = 1294). At a median follow-up of 52 months (range 24-173), respective 5- and 10-year outcomes were: OS 93.6% and 79%; BRFS 88.9% and 71.4%; DFS 96.1% and 89%; CSS 98.9% and 94.6%. Complication rates (≥ grade 3) were: acute genitourinary (GU) 2%; late GU 1%; acute gastrointestinal (GI) 2%; late GI 1%. There was no significant association between risk group and BRFS or OS. However, patients with favourable-risk disease had significantly better 5- and 10-year DFS than patients with UIR: 98.7% vs. 92.4% and 92% vs. 85.8% (p = 0.0005). CSS was significantly higher (p = 0.0057) in the FIR group at 5 (99.7% vs. 97.3%) and 10 years (96.1% vs. 93.4%). On the multivariate analyses, the following were significant predictors of survival: ADT (BRFS and DFS); dose ≥ 74 Gy (BRFS); age (OS). CONCLUSIONS: This is the first nationwide study in Spain to report long-term outcomes of patients with intermediate-risk PCa treated with EBRT. Survival outcomes were good, with a low incidence of both acute and late toxicity. Patients with unfavourable risk characteristics had significantly lower 5- and 10-year disease-free survival rates. ADT and radiotherapy dose ≥ 74 Gy were both significant predictors of treatment outcomes.",intermediate,disease-free survival,5-year,92.40%,ADT + Std EBRT,intermediate-risk
30536208,Outcomes and prognostic factors in intermediate-risk prostate cancer: multi-institutional analysis of the Spanish RECAP database.,"PURPOSE: To retrospectively assess outcomes and to identify prognostic factors in patients diagnosed with intermediate-risk (IR) prostate cancer (PCa) treated with primary external beam radiotherapy (EBRT). MATERIALS AND METHODS: Data were obtained from the multi-institutional Spanish RECAP database, a population-based prostate cancer registry in Spain. All IR patients (NCCN criteria) who underwent primary EBRT were included. The following variables were assessed: age; prostate-specific antigen (PSA); Gleason score; clinical T stage; percentage of positive biopsy cores (PPBC); androgen deprivation therapy (ADT); and radiotherapy dose. The patients were stratified into one of three risk subcategories: (1) favourable IR (FIR; GS 6, ≤ T2b or GS 3 + 4, ≤ T1c), (2) marginal IR (MIR; GS 3 + 4, T2a-b), and (3) unfavourable IR (UIR; GS 4 + 3 or T2c). Biochemical relapse-free survival (BRFS), disease-free survival (DFS), cancer-specific survival (CSS), and overall survival (OS) were assessed. RESULTS: A total of 1754 patients from the RECAP database were included and stratified by risk group: FIR, n = 781 (44.5%); MIR, n = 252 (14.4%); and UIR, n = 721 (41.1%). Mean age was 71 years (range 47-86). Mean PSA was 10.4 ng/ml (range 6-20). The median radiotherapy dose was 74 Gy, with mean doses of 72.5 Gy (FIR), 73.4 Gy (MIR), and 72.8 Gy (UIR). Most patients (88%) received ADT for a median of 7.1 months. By risk group (FIR, MIR, UIR), ADT rates were, respectively, 88.9, 86.5, and 86.9%. Only patients with ≥ 24 months of follow-up post-EBRT were included in the survival analysis (n = 1294). At a median follow-up of 52 months (range 24-173), respective 5- and 10-year outcomes were: OS 93.6% and 79%; BRFS 88.9% and 71.4%; DFS 96.1% and 89%; CSS 98.9% and 94.6%. Complication rates (≥ grade 3) were: acute genitourinary (GU) 2%; late GU 1%; acute gastrointestinal (GI) 2%; late GI 1%. There was no significant association between risk group and BRFS or OS. However, patients with favourable-risk disease had significantly better 5- and 10-year DFS than patients with UIR: 98.7% vs. 92.4% and 92% vs. 85.8% (p = 0.0005). CSS was significantly higher (p = 0.0057) in the FIR group at 5 (99.7% vs. 97.3%) and 10 years (96.1% vs. 93.4%). On the multivariate analyses, the following were significant predictors of survival: ADT (BRFS and DFS); dose ≥ 74 Gy (BRFS); age (OS). CONCLUSIONS: This is the first nationwide study in Spain to report long-term outcomes of patients with intermediate-risk PCa treated with EBRT. Survival outcomes were good, with a low incidence of both acute and late toxicity. Patients with unfavourable risk characteristics had significantly lower 5- and 10-year disease-free survival rates. ADT and radiotherapy dose ≥ 74 Gy were both significant predictors of treatment outcomes.",intermediate,overall survival,5-year,93.60%,ADT + Std EBRT,intermediate-risk
30536208,Outcomes and prognostic factors in intermediate-risk prostate cancer: multi-institutional analysis of the Spanish RECAP database.,"PURPOSE: To retrospectively assess outcomes and to identify prognostic factors in patients diagnosed with intermediate-risk (IR) prostate cancer (PCa) treated with primary external beam radiotherapy (EBRT). MATERIALS AND METHODS: Data were obtained from the multi-institutional Spanish RECAP database, a population-based prostate cancer registry in Spain. All IR patients (NCCN criteria) who underwent primary EBRT were included. The following variables were assessed: age; prostate-specific antigen (PSA); Gleason score; clinical T stage; percentage of positive biopsy cores (PPBC); androgen deprivation therapy (ADT); and radiotherapy dose. The patients were stratified into one of three risk subcategories: (1) favourable IR (FIR; GS 6, ≤ T2b or GS 3 + 4, ≤ T1c), (2) marginal IR (MIR; GS 3 + 4, T2a-b), and (3) unfavourable IR (UIR; GS 4 + 3 or T2c). Biochemical relapse-free survival (BRFS), disease-free survival (DFS), cancer-specific survival (CSS), and overall survival (OS) were assessed. RESULTS: A total of 1754 patients from the RECAP database were included and stratified by risk group: FIR, n = 781 (44.5%); MIR, n = 252 (14.4%); and UIR, n = 721 (41.1%). Mean age was 71 years (range 47-86). Mean PSA was 10.4 ng/ml (range 6-20). The median radiotherapy dose was 74 Gy, with mean doses of 72.5 Gy (FIR), 73.4 Gy (MIR), and 72.8 Gy (UIR). Most patients (88%) received ADT for a median of 7.1 months. By risk group (FIR, MIR, UIR), ADT rates were, respectively, 88.9, 86.5, and 86.9%. Only patients with ≥ 24 months of follow-up post-EBRT were included in the survival analysis (n = 1294). At a median follow-up of 52 months (range 24-173), respective 5- and 10-year outcomes were: OS 93.6% and 79%; BRFS 88.9% and 71.4%; DFS 96.1% and 89%; CSS 98.9% and 94.6%. Complication rates (≥ grade 3) were: acute genitourinary (GU) 2%; late GU 1%; acute gastrointestinal (GI) 2%; late GI 1%. There was no significant association between risk group and BRFS or OS. However, patients with favourable-risk disease had significantly better 5- and 10-year DFS than patients with UIR: 98.7% vs. 92.4% and 92% vs. 85.8% (p = 0.0005). CSS was significantly higher (p = 0.0057) in the FIR group at 5 (99.7% vs. 97.3%) and 10 years (96.1% vs. 93.4%). On the multivariate analyses, the following were significant predictors of survival: ADT (BRFS and DFS); dose ≥ 74 Gy (BRFS); age (OS). CONCLUSIONS: This is the first nationwide study in Spain to report long-term outcomes of patients with intermediate-risk PCa treated with EBRT. Survival outcomes were good, with a low incidence of both acute and late toxicity. Patients with unfavourable risk characteristics had significantly lower 5- and 10-year disease-free survival rates. ADT and radiotherapy dose ≥ 74 Gy were both significant predictors of treatment outcomes.",intermediate,disease-free survival,5-year,96.10%,ADT + Std EBRT,intermediate-risk
30536208,Outcomes and prognostic factors in intermediate-risk prostate cancer: multi-institutional analysis of the Spanish RECAP database.,"PURPOSE: To retrospectively assess outcomes and to identify prognostic factors in patients diagnosed with intermediate-risk (IR) prostate cancer (PCa) treated with primary external beam radiotherapy (EBRT). MATERIALS AND METHODS: Data were obtained from the multi-institutional Spanish RECAP database, a population-based prostate cancer registry in Spain. All IR patients (NCCN criteria) who underwent primary EBRT were included. The following variables were assessed: age; prostate-specific antigen (PSA); Gleason score; clinical T stage; percentage of positive biopsy cores (PPBC); androgen deprivation therapy (ADT); and radiotherapy dose. The patients were stratified into one of three risk subcategories: (1) favourable IR (FIR; GS 6, ≤ T2b or GS 3 + 4, ≤ T1c), (2) marginal IR (MIR; GS 3 + 4, T2a-b), and (3) unfavourable IR (UIR; GS 4 + 3 or T2c). Biochemical relapse-free survival (BRFS), disease-free survival (DFS), cancer-specific survival (CSS), and overall survival (OS) were assessed. RESULTS: A total of 1754 patients from the RECAP database were included and stratified by risk group: FIR, n = 781 (44.5%); MIR, n = 252 (14.4%); and UIR, n = 721 (41.1%). Mean age was 71 years (range 47-86). Mean PSA was 10.4 ng/ml (range 6-20). The median radiotherapy dose was 74 Gy, with mean doses of 72.5 Gy (FIR), 73.4 Gy (MIR), and 72.8 Gy (UIR). Most patients (88%) received ADT for a median of 7.1 months. By risk group (FIR, MIR, UIR), ADT rates were, respectively, 88.9, 86.5, and 86.9%. Only patients with ≥ 24 months of follow-up post-EBRT were included in the survival analysis (n = 1294). At a median follow-up of 52 months (range 24-173), respective 5- and 10-year outcomes were: OS 93.6% and 79%; BRFS 88.9% and 71.4%; DFS 96.1% and 89%; CSS 98.9% and 94.6%. Complication rates (≥ grade 3) were: acute genitourinary (GU) 2%; late GU 1%; acute gastrointestinal (GI) 2%; late GI 1%. There was no significant association between risk group and BRFS or OS. However, patients with favourable-risk disease had significantly better 5- and 10-year DFS than patients with UIR: 98.7% vs. 92.4% and 92% vs. 85.8% (p = 0.0005). CSS was significantly higher (p = 0.0057) in the FIR group at 5 (99.7% vs. 97.3%) and 10 years (96.1% vs. 93.4%). On the multivariate analyses, the following were significant predictors of survival: ADT (BRFS and DFS); dose ≥ 74 Gy (BRFS); age (OS). CONCLUSIONS: This is the first nationwide study in Spain to report long-term outcomes of patients with intermediate-risk PCa treated with EBRT. Survival outcomes were good, with a low incidence of both acute and late toxicity. Patients with unfavourable risk characteristics had significantly lower 5- and 10-year disease-free survival rates. ADT and radiotherapy dose ≥ 74 Gy were both significant predictors of treatment outcomes.",intermediate,cancer-specific survival,5-year,97.30%,ADT + Std EBRT,intermediate-risk
30536208,Outcomes and prognostic factors in intermediate-risk prostate cancer: multi-institutional analysis of the Spanish RECAP database.,"PURPOSE: To retrospectively assess outcomes and to identify prognostic factors in patients diagnosed with intermediate-risk (IR) prostate cancer (PCa) treated with primary external beam radiotherapy (EBRT). MATERIALS AND METHODS: Data were obtained from the multi-institutional Spanish RECAP database, a population-based prostate cancer registry in Spain. All IR patients (NCCN criteria) who underwent primary EBRT were included. The following variables were assessed: age; prostate-specific antigen (PSA); Gleason score; clinical T stage; percentage of positive biopsy cores (PPBC); androgen deprivation therapy (ADT); and radiotherapy dose. The patients were stratified into one of three risk subcategories: (1) favourable IR (FIR; GS 6, ≤ T2b or GS 3 + 4, ≤ T1c), (2) marginal IR (MIR; GS 3 + 4, T2a-b), and (3) unfavourable IR (UIR; GS 4 + 3 or T2c). Biochemical relapse-free survival (BRFS), disease-free survival (DFS), cancer-specific survival (CSS), and overall survival (OS) were assessed. RESULTS: A total of 1754 patients from the RECAP database were included and stratified by risk group: FIR, n = 781 (44.5%); MIR, n = 252 (14.4%); and UIR, n = 721 (41.1%). Mean age was 71 years (range 47-86). Mean PSA was 10.4 ng/ml (range 6-20). The median radiotherapy dose was 74 Gy, with mean doses of 72.5 Gy (FIR), 73.4 Gy (MIR), and 72.8 Gy (UIR). Most patients (88%) received ADT for a median of 7.1 months. By risk group (FIR, MIR, UIR), ADT rates were, respectively, 88.9, 86.5, and 86.9%. Only patients with ≥ 24 months of follow-up post-EBRT were included in the survival analysis (n = 1294). At a median follow-up of 52 months (range 24-173), respective 5- and 10-year outcomes were: OS 93.6% and 79%; BRFS 88.9% and 71.4%; DFS 96.1% and 89%; CSS 98.9% and 94.6%. Complication rates (≥ grade 3) were: acute genitourinary (GU) 2%; late GU 1%; acute gastrointestinal (GI) 2%; late GI 1%. There was no significant association between risk group and BRFS or OS. However, patients with favourable-risk disease had significantly better 5- and 10-year DFS than patients with UIR: 98.7% vs. 92.4% and 92% vs. 85.8% (p = 0.0005). CSS was significantly higher (p = 0.0057) in the FIR group at 5 (99.7% vs. 97.3%) and 10 years (96.1% vs. 93.4%). On the multivariate analyses, the following were significant predictors of survival: ADT (BRFS and DFS); dose ≥ 74 Gy (BRFS); age (OS). CONCLUSIONS: This is the first nationwide study in Spain to report long-term outcomes of patients with intermediate-risk PCa treated with EBRT. Survival outcomes were good, with a low incidence of both acute and late toxicity. Patients with unfavourable risk characteristics had significantly lower 5- and 10-year disease-free survival rates. ADT and radiotherapy dose ≥ 74 Gy were both significant predictors of treatment outcomes.",intermediate,disease-free survival,5-year,98.70%,ADT + Std EBRT,intermediate-risk
30536208,Outcomes and prognostic factors in intermediate-risk prostate cancer: multi-institutional analysis of the Spanish RECAP database.,"PURPOSE: To retrospectively assess outcomes and to identify prognostic factors in patients diagnosed with intermediate-risk (IR) prostate cancer (PCa) treated with primary external beam radiotherapy (EBRT). MATERIALS AND METHODS: Data were obtained from the multi-institutional Spanish RECAP database, a population-based prostate cancer registry in Spain. All IR patients (NCCN criteria) who underwent primary EBRT were included. The following variables were assessed: age; prostate-specific antigen (PSA); Gleason score; clinical T stage; percentage of positive biopsy cores (PPBC); androgen deprivation therapy (ADT); and radiotherapy dose. The patients were stratified into one of three risk subcategories: (1) favourable IR (FIR; GS 6, ≤ T2b or GS 3 + 4, ≤ T1c), (2) marginal IR (MIR; GS 3 + 4, T2a-b), and (3) unfavourable IR (UIR; GS 4 + 3 or T2c). Biochemical relapse-free survival (BRFS), disease-free survival (DFS), cancer-specific survival (CSS), and overall survival (OS) were assessed. RESULTS: A total of 1754 patients from the RECAP database were included and stratified by risk group: FIR, n = 781 (44.5%); MIR, n = 252 (14.4%); and UIR, n = 721 (41.1%). Mean age was 71 years (range 47-86). Mean PSA was 10.4 ng/ml (range 6-20). The median radiotherapy dose was 74 Gy, with mean doses of 72.5 Gy (FIR), 73.4 Gy (MIR), and 72.8 Gy (UIR). Most patients (88%) received ADT for a median of 7.1 months. By risk group (FIR, MIR, UIR), ADT rates were, respectively, 88.9, 86.5, and 86.9%. Only patients with ≥ 24 months of follow-up post-EBRT were included in the survival analysis (n = 1294). At a median follow-up of 52 months (range 24-173), respective 5- and 10-year outcomes were: OS 93.6% and 79%; BRFS 88.9% and 71.4%; DFS 96.1% and 89%; CSS 98.9% and 94.6%. Complication rates (≥ grade 3) were: acute genitourinary (GU) 2%; late GU 1%; acute gastrointestinal (GI) 2%; late GI 1%. There was no significant association between risk group and BRFS or OS. However, patients with favourable-risk disease had significantly better 5- and 10-year DFS than patients with UIR: 98.7% vs. 92.4% and 92% vs. 85.8% (p = 0.0005). CSS was significantly higher (p = 0.0057) in the FIR group at 5 (99.7% vs. 97.3%) and 10 years (96.1% vs. 93.4%). On the multivariate analyses, the following were significant predictors of survival: ADT (BRFS and DFS); dose ≥ 74 Gy (BRFS); age (OS). CONCLUSIONS: This is the first nationwide study in Spain to report long-term outcomes of patients with intermediate-risk PCa treated with EBRT. Survival outcomes were good, with a low incidence of both acute and late toxicity. Patients with unfavourable risk characteristics had significantly lower 5- and 10-year disease-free survival rates. ADT and radiotherapy dose ≥ 74 Gy were both significant predictors of treatment outcomes.",intermediate,cancer-specific survival,5-year,98.90%,ADT + Std EBRT,intermediate-risk
30536208,Outcomes and prognostic factors in intermediate-risk prostate cancer: multi-institutional analysis of the Spanish RECAP database.,"PURPOSE: To retrospectively assess outcomes and to identify prognostic factors in patients diagnosed with intermediate-risk (IR) prostate cancer (PCa) treated with primary external beam radiotherapy (EBRT). MATERIALS AND METHODS: Data were obtained from the multi-institutional Spanish RECAP database, a population-based prostate cancer registry in Spain. All IR patients (NCCN criteria) who underwent primary EBRT were included. The following variables were assessed: age; prostate-specific antigen (PSA); Gleason score; clinical T stage; percentage of positive biopsy cores (PPBC); androgen deprivation therapy (ADT); and radiotherapy dose. The patients were stratified into one of three risk subcategories: (1) favourable IR (FIR; GS 6, ≤ T2b or GS 3 + 4, ≤ T1c), (2) marginal IR (MIR; GS 3 + 4, T2a-b), and (3) unfavourable IR (UIR; GS 4 + 3 or T2c). Biochemical relapse-free survival (BRFS), disease-free survival (DFS), cancer-specific survival (CSS), and overall survival (OS) were assessed. RESULTS: A total of 1754 patients from the RECAP database were included and stratified by risk group: FIR, n = 781 (44.5%); MIR, n = 252 (14.4%); and UIR, n = 721 (41.1%). Mean age was 71 years (range 47-86). Mean PSA was 10.4 ng/ml (range 6-20). The median radiotherapy dose was 74 Gy, with mean doses of 72.5 Gy (FIR), 73.4 Gy (MIR), and 72.8 Gy (UIR). Most patients (88%) received ADT for a median of 7.1 months. By risk group (FIR, MIR, UIR), ADT rates were, respectively, 88.9, 86.5, and 86.9%. Only patients with ≥ 24 months of follow-up post-EBRT were included in the survival analysis (n = 1294). At a median follow-up of 52 months (range 24-173), respective 5- and 10-year outcomes were: OS 93.6% and 79%; BRFS 88.9% and 71.4%; DFS 96.1% and 89%; CSS 98.9% and 94.6%. Complication rates (≥ grade 3) were: acute genitourinary (GU) 2%; late GU 1%; acute gastrointestinal (GI) 2%; late GI 1%. There was no significant association between risk group and BRFS or OS. However, patients with favourable-risk disease had significantly better 5- and 10-year DFS than patients with UIR: 98.7% vs. 92.4% and 92% vs. 85.8% (p = 0.0005). CSS was significantly higher (p = 0.0057) in the FIR group at 5 (99.7% vs. 97.3%) and 10 years (96.1% vs. 93.4%). On the multivariate analyses, the following were significant predictors of survival: ADT (BRFS and DFS); dose ≥ 74 Gy (BRFS); age (OS). CONCLUSIONS: This is the first nationwide study in Spain to report long-term outcomes of patients with intermediate-risk PCa treated with EBRT. Survival outcomes were good, with a low incidence of both acute and late toxicity. Patients with unfavourable risk characteristics had significantly lower 5- and 10-year disease-free survival rates. ADT and radiotherapy dose ≥ 74 Gy were both significant predictors of treatment outcomes.",intermediate,cancer-specific survival,5-year,99.70%,ADT + Std EBRT,intermediate-risk
30293836,Permanent prostate brachytherapy monotherapy with I-125 for low- and intermediate-risk prostate cancer: Outcomes in 974 patients.,"PURPOSE: To report outcomes of patients undergoing low-dose-rate (LDR) brachytherapy and investigate factors associated with biochemical failure and survival. METHODS: Consecutive patients undergoing LDR with I-125 at our institution between 1998 through 2013 for primary intact prostate cancer were examined. Those with low- and intermediate-risk disease receiving LDR with a minimum of 2 years followup and at least one post-LDR prostate-specific antigen (PSA) were included. RESULTS: About 974 patients satisfied inclusion criteria. With median followup of 72 months, biochemical failure occurred in 45 patients. Freedom from biochemical failure as defined by the Phoenix criterion was 96% and 88% at 5 and 10 years, worse for intermediate risk as compared with low risk, with 10-year freedom from biochemical failure of 76% versus 92% (hazard ratio [HR] = 3.7, p < 0.001), respectively. On multivariable analysis, increased prebiopsy PSA, Gleason 4 + 3, and no androgen deprivation therapy were associated with biochemical failure. Gleason 4 + 3 was the factor most strongly associated with biochemical failure (HR = 7.01, p < 0.001). No examined factors were associated with local failure. Gleason 4 + 3 disease increased the likelihood of distant metastasis (HR = 12.4, p = 0.003) and prostate cancer-specific death (HR = 13.2, p < 0.001). No difference in outcomes between patients with Gleason 3 + 3 versus 3 + 4 was observed. CONCLUSIONS: LDR brachytherapy provided excellent outcomes in this large series of patients treated for localized organ-confined prostate cancer. Local recurrence at 10 years was low at 2.1%. Primary Gleason 4 + 3, higher pretreatment PSA, and no receipt of androgen deprivation therapy were the only factors associated with biochemical failure. Primary Gleason 4 disease was also predictive of distant metastases and decreased prostate cancer-specific survival.",intermediate,biochemical recurrence-free survival,10-year,76%,Brachytherapy,intermediate-risk
30293836,Permanent prostate brachytherapy monotherapy with I-125 for low- and intermediate-risk prostate cancer: Outcomes in 974 patients.,"PURPOSE: To report outcomes of patients undergoing low-dose-rate (LDR) brachytherapy and investigate factors associated with biochemical failure and survival. METHODS: Consecutive patients undergoing LDR with I-125 at our institution between 1998 through 2013 for primary intact prostate cancer were examined. Those with low- and intermediate-risk disease receiving LDR with a minimum of 2 years followup and at least one post-LDR prostate-specific antigen (PSA) were included. RESULTS: About 974 patients satisfied inclusion criteria. With median followup of 72 months, biochemical failure occurred in 45 patients. Freedom from biochemical failure as defined by the Phoenix criterion was 96% and 88% at 5 and 10 years, worse for intermediate risk as compared with low risk, with 10-year freedom from biochemical failure of 76% versus 92% (hazard ratio [HR] = 3.7, p < 0.001), respectively. On multivariable analysis, increased prebiopsy PSA, Gleason 4 + 3, and no androgen deprivation therapy were associated with biochemical failure. Gleason 4 + 3 was the factor most strongly associated with biochemical failure (HR = 7.01, p < 0.001). No examined factors were associated with local failure. Gleason 4 + 3 disease increased the likelihood of distant metastasis (HR = 12.4, p = 0.003) and prostate cancer-specific death (HR = 13.2, p < 0.001). No difference in outcomes between patients with Gleason 3 + 3 versus 3 + 4 was observed. CONCLUSIONS: LDR brachytherapy provided excellent outcomes in this large series of patients treated for localized organ-confined prostate cancer. Local recurrence at 10 years was low at 2.1%. Primary Gleason 4 + 3, higher pretreatment PSA, and no receipt of androgen deprivation therapy were the only factors associated with biochemical failure. Primary Gleason 4 disease was also predictive of distant metastases and decreased prostate cancer-specific survival.",low,biochemical recurrence-free survival,10-year,92%,Brachytherapy,low-risk
30321689,Phase 2 Randomized Study of Radiation Therapy and 3-Year Androgen Deprivation With or Without Concurrent Weekly Docetaxel in High-Risk Localized Prostate Cancer Patients.,"PURPOSE: Docetaxel improves survival in patients with metastatic prostate cancer. This randomized phase 2 trial aimed to assess the activity of weekly docetaxel with radiation therapy (RT) plus androgen deprivation in patients with high-risk localized prostate cancer. The study examined the benefit of 9 weekly docetaxel administrations to RT plus 3 years of luteinizing hormone-releasing hormone analogues. METHODS AND MATERIALS: A total of 132 patients were recruited for the study. Patients' characteristics included T3-T4 stage (81.1%), Gleason score ≥8 (77.3%), prostate-specific antigen level >20 ng/mL (28.9%), and pN+ (18.2%). All patients included in the trial received either the standard-of-care control arm with luteinizing hormone-releasing hormone analogues plus RT (arm A) or the experimental arm (RT + 9 weekly cycles of docetaxel + 3 years of androgen deprivation therapy, arm B). The primary objective was to achieve a high percentage of patients who were free of biochemical recurrence within 5 years of randomization. Secondary endpoints included biochemical recurrence-free survival (BRFS), progression-free survival (PFS), overall survival (OS), clinical response rate, biochemical response rate, and toxicity. RESULTS: No difference between the arms of the study was found in biochemical recurrence (93.4% at 60 months for arm A vs 85.3% for arm B; P = .3297). PFS at 60 months was 93.4% and 83.7% in arms A and B, respectively (P = .2532). Five-year survival was 93.3% (95% confidence interval, 83.1-97.45) in arm A versus 93.6% (83.8-97.55) in arm B; median PFS and OS have not been reached. Prostate-specific antigen level ≤0.2 ng/mL at 3 months after the end of treatment was seen in 81.25% of patients in arm A compared with 90.48% of patients in arm B (P = .2028). BRFS was not significantly different between treatment arms. Diarrhea was the main nonhematologic toxicity. Long-term follow-up has not yet been enough to meet median PFS and OS. CONCLUSIONS: Concurrent weekly docetaxel can be administered safely with standard doses of RT without a significant increase in the toxicity profile. No statistically significant differences for 5-year BRFS, PFS, and OS have been observed when docetaxel was added to conventional treatment.",high,progression-free survival,5-year,83.70%,other,high-risk
30321689,Phase 2 Randomized Study of Radiation Therapy and 3-Year Androgen Deprivation With or Without Concurrent Weekly Docetaxel in High-Risk Localized Prostate Cancer Patients.,"PURPOSE: Docetaxel improves survival in patients with metastatic prostate cancer. This randomized phase 2 trial aimed to assess the activity of weekly docetaxel with radiation therapy (RT) plus androgen deprivation in patients with high-risk localized prostate cancer. The study examined the benefit of 9 weekly docetaxel administrations to RT plus 3 years of luteinizing hormone-releasing hormone analogues. METHODS AND MATERIALS: A total of 132 patients were recruited for the study. Patients' characteristics included T3-T4 stage (81.1%), Gleason score ≥8 (77.3%), prostate-specific antigen level >20 ng/mL (28.9%), and pN+ (18.2%). All patients included in the trial received either the standard-of-care control arm with luteinizing hormone-releasing hormone analogues plus RT (arm A) or the experimental arm (RT + 9 weekly cycles of docetaxel + 3 years of androgen deprivation therapy, arm B). The primary objective was to achieve a high percentage of patients who were free of biochemical recurrence within 5 years of randomization. Secondary endpoints included biochemical recurrence-free survival (BRFS), progression-free survival (PFS), overall survival (OS), clinical response rate, biochemical response rate, and toxicity. RESULTS: No difference between the arms of the study was found in biochemical recurrence (93.4% at 60 months for arm A vs 85.3% for arm B; P = .3297). PFS at 60 months was 93.4% and 83.7% in arms A and B, respectively (P = .2532). Five-year survival was 93.3% (95% confidence interval, 83.1-97.45) in arm A versus 93.6% (83.8-97.55) in arm B; median PFS and OS have not been reached. Prostate-specific antigen level ≤0.2 ng/mL at 3 months after the end of treatment was seen in 81.25% of patients in arm A compared with 90.48% of patients in arm B (P = .2028). BRFS was not significantly different between treatment arms. Diarrhea was the main nonhematologic toxicity. Long-term follow-up has not yet been enough to meet median PFS and OS. CONCLUSIONS: Concurrent weekly docetaxel can be administered safely with standard doses of RT without a significant increase in the toxicity profile. No statistically significant differences for 5-year BRFS, PFS, and OS have been observed when docetaxel was added to conventional treatment.",high,biochemical recurrence-free survival,5-year,85.30%,other,high-risk
30321689,Phase 2 Randomized Study of Radiation Therapy and 3-Year Androgen Deprivation With or Without Concurrent Weekly Docetaxel in High-Risk Localized Prostate Cancer Patients.,"PURPOSE: Docetaxel improves survival in patients with metastatic prostate cancer. This randomized phase 2 trial aimed to assess the activity of weekly docetaxel with radiation therapy (RT) plus androgen deprivation in patients with high-risk localized prostate cancer. The study examined the benefit of 9 weekly docetaxel administrations to RT plus 3 years of luteinizing hormone-releasing hormone analogues. METHODS AND MATERIALS: A total of 132 patients were recruited for the study. Patients' characteristics included T3-T4 stage (81.1%), Gleason score ≥8 (77.3%), prostate-specific antigen level >20 ng/mL (28.9%), and pN+ (18.2%). All patients included in the trial received either the standard-of-care control arm with luteinizing hormone-releasing hormone analogues plus RT (arm A) or the experimental arm (RT + 9 weekly cycles of docetaxel + 3 years of androgen deprivation therapy, arm B). The primary objective was to achieve a high percentage of patients who were free of biochemical recurrence within 5 years of randomization. Secondary endpoints included biochemical recurrence-free survival (BRFS), progression-free survival (PFS), overall survival (OS), clinical response rate, biochemical response rate, and toxicity. RESULTS: No difference between the arms of the study was found in biochemical recurrence (93.4% at 60 months for arm A vs 85.3% for arm B; P = .3297). PFS at 60 months was 93.4% and 83.7% in arms A and B, respectively (P = .2532). Five-year survival was 93.3% (95% confidence interval, 83.1-97.45) in arm A versus 93.6% (83.8-97.55) in arm B; median PFS and OS have not been reached. Prostate-specific antigen level ≤0.2 ng/mL at 3 months after the end of treatment was seen in 81.25% of patients in arm A compared with 90.48% of patients in arm B (P = .2028). BRFS was not significantly different between treatment arms. Diarrhea was the main nonhematologic toxicity. Long-term follow-up has not yet been enough to meet median PFS and OS. CONCLUSIONS: Concurrent weekly docetaxel can be administered safely with standard doses of RT without a significant increase in the toxicity profile. No statistically significant differences for 5-year BRFS, PFS, and OS have been observed when docetaxel was added to conventional treatment.",high,overall survival,5-year,93.30%,ADT + Std EBRT,high-risk
